Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Faker;MID;T1;G2;Caps;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;2;Red;00:41:43;Brand;Skarner;Jax;Gnar;Ahri;Orianna;Win;23;9;5;2;18;8;2;10;9;332;4;0;8;18473;443;0.216;66;24;17;3;3;1.58;0.58;0.07;0.41;0.187;33274;1110;23328;8836;798;0.285;0.43;0.783;0;1;0;0;0;-347;5;105;0;0;5443;5443;8345;1377;21694;0;20;128;20612;92;6;28;50;200
Gumayusi;ADCARRY;T1;G2;Hans Sama;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;2;Red;00:41:43;Poppy;Braum;Jhin;Kaisa;Jhin;Kaisa;Win;23;9;5;2;18;1;2;11;6;419;23;0;10;19239;461;0.225;32;15;7;5;5;0.77;0.36;0.12;0.17;0.091;24940;20895;2898;1147;598;0.214;0.29;0.522;0;0;0;0;0;549;19;87;0;0;8417;8417;4513;0;16254;0;35;305;11894;83;7;29;300;150
Keria;SUPPORT;T1;G2;Mikyx;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;2;Red;00:41:43;Rell;Xayah;Leona;Nautilus;Leona;Nautilus;Win;23;9;5;2;16;0;5;17;3.4;31;0;0;0.7;10231;245;0.12;139;86;10;27;25;3.33;2.06;0.65;0.24;0.394;10984;1590;7301;2093;263;0.094;0.41;0.739;0;0;0;0;0;234;-3;641;0;0;2742;2742;694;0;37970;1739;40;102;20053;179;32;48;0;0
Bin;TOP;BLG;PSG;Azhi;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Blue;00:35:18;Rumble;Gnar;Aurora;Yone;Jax;Kennen;Win;22;8;1;1;18;5;1;9;14;291;8;0;8.2;15659;444;0.221;48;21;7;7;7;1.36;0.59;0.2;0.2;0.136;17866;9305;8453;108;506;0.18;0.4;0.636;0;0;0;0;0;-287;-28;-124;0;0;4833;4833;9804;0;31235;0;12;158;34652;49;8;28;100;0
XUN;JUNGLE;BLG;PSG;JunJia;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Blue;00:35:18;Vi;Ahri;Jax;Sejuani;Wukong;Sejuani;Win;22;8;1;1;16;3;4;11;3.5;203;171;0;5.8;13070;370;0.185;61;11;15;10;10;1.73;0.31;0.28;0.42;0.172;15734;13485;1787;462;446;0.159;0.4;0.636;0;0;0;0;0;283;-11;-390;-1;0;3517;3517;18671;0;33926;0;19;207;41433;141;11;33;0;0
Knight;MID;BLG;PSG;Maple;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Blue;00:35:18;Skarner;Nocturne;Wukong;Kennen;Aurora;Yone;Win;22;8;1;1;18;5;2;10;7.5;291;0;0;8.2;15035;426;0.212;55;21;11;2;2;1.56;0.59;0.06;0.31;0.155;29778;1838;26614;1326;844;0.3;0.42;0.682;0;0;0;0;0;110;-8;34;1;0;4241;4241;2856;0;10459;0;11;257;18021;90;4;22;150;0
Elk;ADCARRY;BLG;PSG;Betty;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Blue;00:35:18;Kaisa;Ashe;Leona;Rell;Miss_Fortune;Ezreal;Win;22;8;1;1;18;9;2;10;9.5;328;8;0;9.3;18159;514;0.257;51;13;16;3;3;1.44;0.37;0.08;0.45;0.144;32758;31539;878;341;928;0.33;0.54;0.864;1;1;1;0;0;69;-7;103;0;0;10530;10530;6930;0;16398;0;7;152;16233;95;5;24;1000;300
ON;SUPPORT;BLG;PSG;Woody;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Blue;00:35:18;Kalista;Rakan;Miss_Fortune;Ezreal;Leona;Rell;Win;22;8;1;1;13;0;7;12;1.7;40;0;0;1.1;8864;251;0.125;139;77;22;31;27;3.94;2.18;0.88;0.62;0.393;2983;582;2401;0;85;0.03;0.34;0.545;0;0;0;0;0;-19;-4;27;0;0;0;0;1412;0;23745;1454;29;60;21769;214;33;49;0;0
Azhi;TOP;PSG;BLG;Bin;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Red;00:35:18;Gnar;Rumble;Yone;Aurora;Kennen;Jax;Loss;16;7;3;1;17;4;4;2;1.5;284;12;0;8;13783;390;0.211;42;12;10;6;6;1.19;0.34;0.17;0.28;0.136;25187;2803;22224;160;714;0.252;0.17;0.375;0;0;0;0;0;287;28;124;0;0;3083;3083;758;0;13906;0;21;104;14663;199;7;22;300;250
JunJia;JUNGLE;PSG;BLG;XUN;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Red;00:35:18;Ahri;Vi;Sejuani;Jax;Sejuani;Wukong;Loss;16;7;3;1;15;3;6;8;1.8;197;167;0;5.6;11843;335;0.181;58;16;13;16;14;1.64;0.45;0.45;0.37;0.188;13917;6530;6515;872;394;0.139;0.31;0.688;0;0;0;0;0;-283;11;390;1;0;3328;3328;15604;231;62429;0;32;402;48242;182;17;34;0;0
Maple;MID;PSG;BLG;Knight;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Red;00:35:18;Nocturne;Skarner;Kennen;Wukong;Yone;Aurora;Loss;16;7;3;1;17;1;4;4;1.3;311;40;0;8.8;13803;391;0.211;46;13;13;8;8;1.3;0.37;0.23;0.37;0.149;18157;12233;3294;2630;514;0.182;0.14;0.313;0;0;0;0;0;-110;8;-34;-1;0;6348;6348;9272;0;30076;0;23;316;28596;139;9;30;0;200
Betty;ADCARRY;PSG;BLG;Elk;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Red;00:35:18;Ashe;Kaisa;Rell;Leona;Ezreal;Miss_Fortune;Loss;16;7;3;1;17;8;2;6;7;342;22;0;9.7;17265;489;0.264;35;10;14;3;3;0.99;0.28;0.08;0.4;0.114;37596;24349;12498;749;1065;0.377;0.4;0.875;0;1;0;0;0;-69;7;-103;0;0;7127;7127;5878;0;11395;0;4;187;22399;50;4;24;0;800
Woody;SUPPORT;PSG;BLG;ON;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;1;2;3;3;Red;00:35:18;Rakan;Kalista;Ezreal;Miss_Fortune;Rell;Leona;Loss;16;7;3;1;12;0;6;15;2.5;25;0;0;0.7;8746;248;0.134;127;78;8;21;19;3.6;2.21;0.59;0.23;0.412;4949;989;2934;1026;140;0.05;0.42;0.938;0;0;0;0;0;19;4;-27;0;0;599;599;1211;270;30785;1262;33;67;20026;177;24;38;0;0
Azhi;TOP;PSG;BLG;Bin;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Blue;00:28:09;Gnar;Rumble;Skarner;Jax;Poppy;Jax;Loss;9;3;1;0;14;0;3;6;2;200;0;0;7.1;8761;311;0.194;34;12;7;6;6;1.21;0.43;0.21;0.25;0.157;12520;8700;3730;90;445;0.176;0.21;0.667;0;0;0;0;0;121;-4;45;0;0;1654;1654;2290;0;30423;0;29;574;23386;91;7;23;0;0
JunJia;JUNGLE;PSG;BLG;XUN;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Blue;00:28:09;Ahri;Yone;Smolder;Sejuani;Skarner;Sejuani;Loss;9;3;1;0;13;3;3;6;3;167;147;0;5.9;9313;331;0.206;33;11;7;10;9;1.17;0.39;0.36;0.25;0.152;12282;7307;4483;492;436;0.173;0.32;1;0;0;0;0;0;222;24;1098;1;1;0;0;9556;0;46943;0;38;777;32291;80;11;28;350;50
Maple;MID;PSG;BLG;Knight;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Blue;00:28:09;Neeko;Aurora;Poppy;Kaisa;Smolder;Jayce;Loss;9;3;1;0;14;2;6;5;1.2;225;5;0;8;10066;358;0.223;23;12;4;4;3;0.82;0.43;0.14;0.14;0.106;23742;16639;4804;2299;843;0.334;0.25;0.778;0;0;0;0;0;-1544;-27;-1302;-1;0;6366;6366;1796;0;11579;0;16;297;18634;159;5;24;0;50
Betty;ADCARRY;PSG;BLG;Elk;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Blue;00:28:09;Syndra;Ashe;Xayah;Jayce;Xayah;Kaisa;Loss;9;3;1;0;14;3;4;2;1.3;227;9;0;8.1;10570;375;0.234;24;10;5;2;2;0.85;0.36;0.07;0.18;0.111;18796;18388;0;408;668;0.264;0.18;0.556;0;0;0;0;0;-653;-16;-831;-1;0;1546;1546;2734;0;7718;0;23;63;15629;126;3;17;300;50
Woody;SUPPORT;PSG;BLG;ON;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Blue;00:28:09;Tristana;Renata_Glasc;Rakan;Nautilus;Rakan;Nautilus;Loss;9;3;1;0;10;1;3;7;2.7;30;0;0;1.1;6424;228;0.142;103;63;13;13;11;3.66;2.24;0.46;0.46;0.475;3779;582;3117;80;134;0.053;0.28;0.889;0;0;0;0;0;-113;-5;412;0;0;712;712;6581;1868;18637;3418;26;69;16876;52;15;27;0;0
Bin;TOP;BLG;PSG;Azhi;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Red;00:28:09;Rumble;Gnar;Jax;Skarner;Jax;Poppy;Win;19;10;3;1;16;4;0;6;Perfect_KDA;223;12;0;7.9;12724;452;0.223;35;16;4;6;5;1.24;0.57;0.21;0.14;0.14;14632;7048;7074;510;520;0.164;0.36;0.526;0;1;0;0;0;-121;4;-45;0;0;12378;12378;5849;0;21986;0;18;375;20209;0;9;26;0;0
XUN;JUNGLE;BLG;PSG;JunJia;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Red;00:28:09;Yone;Ahri;Sejuani;Smolder;Sejuani;Skarner;Win;19;10;3;1;14;2;2;15;8.5;162;142;0;5.8;10116;359;0.177;45;15;9;14;13;1.6;0.53;0.5;0.32;0.18;10785;6176;4261;348;383;0.121;0.6;0.895;0;0;0;0;0;-222;-24;-1098;-1;0;2421;2421;17325;381;39986;0;31;341;34165;45;15;32;50;0
Knight;MID;BLG;PSG;Maple;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Red;00:28:09;Aurora;Neeko;Kaisa;Poppy;Jayce;Smolder;Win;19;10;3;1;15;8;2;6;7;230;12;0;8.2;13454;478;0.236;37;6;18;5;4;1.31;0.21;0.18;0.64;0.148;29923;26297;3060;566;1063;0.336;0.5;0.737;0;1;0;0;0;1544;27;1302;1;0;4202;4202;3405;0;11947;0;13;157;15555;84;7;25;100;650
Elk;ADCARRY;BLG;PSG;Betty;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Red;00:28:09;Ashe;Syndra;Jayce;Xayah;Kaisa;Xayah;Win;19;10;3;1;16;5;0;8;Perfect_KDA;277;8;0;9.8;13619;484;0.239;30;10;8;2;2;1.07;0.36;0.07;0.28;0.12;28067;11843;15302;922;997;0.315;0.46;0.684;0;2;0;0;0;653;16;831;1;0;8607;8607;5441;0;9934;0;6;137;14001;0;3;19;0;0
ON;SUPPORT;BLG;PSG;Woody;11.10.2024;4;7;v14.18;Worlds_MainEvent_24;2;2;3;4;Red;00:28:09;Renata_Glasc;Tristana;Nautilus;Rakan;Nautilus;Rakan;Win;19;10;3;1;11;0;6;14;2.3;37;0;0;1.3;7183;255;0.126;103;51;21;17;16;3.66;1.81;0.6;0.75;0.412;5778;1108;3993;677;205;0.065;0.5;0.737;0;0;0;0;0;113;5;-412;0;0;536;536;559;0;29445;1577;47;195;16700;143;19;34;0;0
Oscarinin;TOP;FNC;WBG;Breathe;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:36:03;Poppy;Ivern;Skarner;Renekton;Jax;Renekton;Win;18;8;3;1;18;5;2;9;7;289;12;0;8;14858;412;0.217;38;13;6;4;3;1.05;0.36;0.11;0.17;0.129;17467;8365;8796;306;485;0.207;0.39;0.778;1;0;1;0;0;-735;-3;-158;0;0;11106;11106;6388;0;21390;0;19;213;24990;70;5;27;100;50
Razork;JUNGLE;FNC;WBG;Tarzan;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:36:03;Kalista;Orianna;Rell;Lucian;Skarner;Nidalee;Win;18;8;3;1;16;2;1;14;16;247;216;0;6.9;12363;343;0.181;55;6;19;5;5;1.53;0.17;0.14;0.53;0.187;15885;10695;4488;702;441;0.188;0.44;0.889;0;0;0;0;0;-619;7;308;0;0;646;646;21652;0;74425;0;39;875;39402;12;6;29;0;0
Humanoid;MID;FNC;WBG;xiaohu;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:36:03;Aurora;Yone;Jax;Nidalee;Syndra;Lucian;Win;18;8;3;1;17;4;3;10;4.7;302;1;0;8.4;14411;400;0.211;36;12;11;2;2;1;0.33;0.06;0.31;0.122;18698;895;17304;499;519;0.221;0.39;0.778;0;1;0;0;0;-1617;16;-11;0;0;3397;3397;3314;971;7996;0;28;407;13758;93;4;24;300;250
Noah;ADCARRY;FNC;WBG;Light;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:36:03;Ashe;Ziggs;Varus;Miss_Fortune;Varus;Miss_Fortune;Win;18;8;3;1;18;7;1;7;14;350;11;0;9.7;17980;499;0.263;33;22;7;3;3;0.92;0.61;0.08;0.19;0.112;27424;25005;2041;378;761;0.325;0.39;0.778;0;1;0;0;0;481;-3;312;0;0;5666;5666;3525;0;6892;0;14;347;11161;0;5;25;100;700
Jun;SUPPORT;FNC;WBG;Crisp;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Blue;00:36:03;Ezreal;Kaisa;Syndra;Leona;Rell;Leona;Win;18;8;3;1;14;0;2;17;8.5;42;0;0;1.2;8747;243;0.128;132;72;15;19;19;3.66;2;0.53;0.42;0.449;5035;719;3524;792;140;0.06;0.47;0.944;0;0;0;0;0;-442;10;325;0;0;421;421;4530;0;23097;1632;31;84;17833;30;21;38;0;0
Breathe;TOP;WBG;FNC;Oscarinin;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:36:03;Ivern;Poppy;Renekton;Skarner;Renekton;Jax;Loss;9;5;2;0;16;2;5;2;0.8;267;0;0;7.4;13604;377;0.219;41;14;5;9;9;1.14;0.39;0.25;0.14;0.123;16924;11752;4522;650;469;0.226;0.11;0.444;0;0;0;0;0;735;3;158;0;0;4547;4547;8345;0;38638;0;14;81;36724;157;10;31;950;0
Tarzan;JUNGLE;WBG;FNC;Razork;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:36:03;Orianna;Kalista;Lucian;Rell;Nidalee;Skarner;Loss;9;5;2;0;15;0;3;6;2;235;215;0;6.5;11823;328;0.19;66;11;20;9;9;1.83;0.31;0.25;0.55;0.199;19628;858;15631;3139;544;0.262;0.17;0.667;0;0;0;0;0;619;-7;-308;0;0;1272;1272;27253;6260;22256;0;11;204;33246;79;10;26;0;0
xiaohu;MID;WBG;FNC;Humanoid;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:36:03;Yone;Aurora;Nidalee;Jax;Lucian;Syndra;Loss;9;5;2;0;17;4;3;2;2;321;13;0;8.9;15363;426;0.247;54;16;19;4;4;1.5;0.44;0.11;0.53;0.163;17009;14636;1989;384;472;0.227;0.17;0.667;0;1;0;0;0;1617;-16;11;0;0;6522;6522;4537;0;10250;0;2;140;18914;89;5;27;50;300
Light;ADCARRY;WBG;FNC;Noah;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:36:03;Ziggs;Ashe;Miss_Fortune;Varus;Miss_Fortune;Varus;Loss;9;5;2;0;16;2;3;3;1.7;326;16;0;9;13484;374;0.217;30;13;10;1;1;0.83;0.36;0.03;0.28;0.09;14651;13219;1046;386;406;0.195;0.14;0.556;0;0;0;0;0;-481;3;-312;0;0;386;386;3801;0;9487;0;12;148;11367;42;2;19;0;200
Crisp;SUPPORT;WBG;FNC;Jun;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;1;3;3;1;Red;00:36:03;Kaisa;Ezreal;Leona;Syndra;Leona;Rell;Loss;9;5;2;0;12;1;4;5;1.5;28;0;0;0.8;7846;218;0.126;141;72;14;24;22;3.91;2;0.67;0.39;0.425;6754;1064;4878;812;187;0.09;0.17;0.667;0;0;0;0;0;442;-10;-325;0;0;0;0;294;0;20958;862;35;89;17326;132;26;38;0;0
Breathe;TOP;WBG;FNC;Oscarinin;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:28;Ivern;Aurora;Skarner;Rell;Jax;Rumble;Win;22;11;1;1;17;6;1;12;18;244;16;0;8.3;14239;483;0.235;36;15;6;6;5;1.22;0.51;0.2;0.2;0.131;17768;8418;8930;420;603;0.237;0.61;0.818;0;0;0;0;0;412;-17;-652;0;0;17638;17638;5563;0;24244;0;18;154;21831;38;7;23;0;100
Tarzan;JUNGLE;WBG;FNC;Razork;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:28;Kalista;Yone;Orianna;Vi;Skarner;Vi;Win;22;11;1;1;14;2;2;16;9;164;150;0;5.6;10296;349;0.17;46;12;9;10;10;1.56;0.41;0.34;0.31;0.167;9321;5723;3320;278;316;0.125;0.61;0.818;0;0;0;0;0;41;0;344;1;0;2132;2132;12970;0;38300;0;31;561;29414;70;12;32;0;0
xiaohu;MID;WBG;FNC;Humanoid;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:28;Poppy;Ashe;Jax;Ahri;Orianna;Ahri;Win;22;11;1;1;16;5;0;16;Perfect_KDA;262;4;0;8.9;13383;454;0.221;31;6;12;2;1;1.05;0.2;0.07;0.41;0.113;21437;1200;20142;95;728;0.286;0.71;0.955;0;1;0;0;0;-119;-10;-648;-1;0;4988;4988;3225;878;8995;1605;26;329;11105;0;4;23;0;0
Light;ADCARRY;WBG;FNC;Noah;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:28;KSante;Alistar;Ezreal;Rumble;Ezreal;Miss_Fortune;Win;22;11;1;1;16;9;1;4;13;285;20;0;9.7;14940;507;0.246;30;11;9;4;3;1.02;0.37;0.14;0.31;0.109;22636;14112;7942;582;768;0.302;0.44;0.591;0;1;0;1;0;-63;12;419;1;0;4424;4424;2312;0;7367;0;3;74;9049;49;5;23;400;700
Crisp;SUPPORT;WBG;FNC;Jun;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Blue;00:29:28;Kaisa;Xayah;Rakan;Miss_Fortune;Rakan;Rell;Win;22;11;1;1;12;0;3;18;6;34;0;0;1.2;7762;263;0.128;132;80;16;17;16;4.48;2.71;0.58;0.54;0.48;3702;524;3160;18;126;0.049;0.61;0.818;0;0;0;0;0;-13;4;176;0;0;3302;3302;6625;1821;14489;2499;25;88;14371;48;19;30;0;0
Oscarinin;TOP;FNC;WBG;Breathe;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:28;Aurora;Ivern;Rell;Skarner;Rumble;Jax;Loss;7;1;3;0;15;1;3;4;1.7;237;4;0;8;10191;346;0.217;23;11;4;3;3;0.78;0.37;0.1;0.14;0.092;17570;467;16996;107;596;0.315;0.17;0.714;0;0;0;0;0;-412;17;652;0;0;2241;2241;2296;0;15264;0;13;330;18328;88;6;25;0;0
Razork;JUNGLE;FNC;WBG;Tarzan;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:28;Yone;Kalista;Vi;Orianna;Vi;Skarner;Loss;7;1;3;0;14;0;6;6;1;187;155;0;6.3;8645;293;0.184;44;8;16;6;5;1.49;0.27;0.2;0.54;0.177;6179;5791;0;388;210;0.111;0.2;0.857;0;0;0;0;0;-41;0;-344;-1;0;0;0;10379;0;32037;0;19;285;27356;161;7;26;0;0
Humanoid;MID;FNC;WBG;xiaohu;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:28;Ashe;Poppy;Ahri;Jax;Ahri;Orianna;Loss;7;1;3;0;15;1;4;3;1;250;0;0;8.5;10563;358;0.225;51;19;15;2;2;1.73;0.64;0.07;0.51;0.205;12410;1308;8229;2873;421;0.223;0.14;0.571;0;0;0;0;0;119;10;648;1;0;0;0;4714;0;13815;0;18;83;21050;124;4;23;700;100
Noah;ADCARRY;FNC;WBG;Light;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:28;Alistar;KSante;Rumble;Ezreal;Miss_Fortune;Ezreal;Loss;7;1;3;0;14;5;4;1;1.5;253;8;0;8.6;11356;385;0.242;35;13;5;7;5;1.19;0.44;0.24;0.17;0.141;15543;15066;305;172;527;0.279;0.2;0.857;0;0;0;0;0;63;-12;-419;-1;0;0;0;2392;0;13971;0;4;124;11772;132;8;22;100;300
Jun;SUPPORT;FNC;WBG;Crisp;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;2;3;3;2;Red;00:29:28;Xayah;Kaisa;Miss_Fortune;Rakan;Rell;Rakan;Loss;7;1;3;0;10;0;5;6;1.2;33;0;0;1.1;6260;212;0.133;96;51;12;14;12;3.26;1.73;0.48;0.41;0.386;4071;425;2956;690;138;0.073;0.2;0.857;0;0;0;0;0;13;-4;-176;0;0;0;0;644;0;18577;873;30;67;14004;104;16;30;0;0
Breathe;TOP;WBG;FNC;Oscarinin;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:31;Ivern;Yone;Skarner;Jax;Gnar;Jax;Win;12;10;2;1;16;1;1;6;7;259;14;0;9.8;13260;500;0.245;30;13;2;6;6;1.13;0.49;0.23;0.08;0.118;10762;9743;929;90;406;0.197;0.26;0.583;0;0;0;0;0;1575;31;1097;1;0;10412;10412;3026;0;21775;0;17;433;17608;0;8;27;0;350
Tarzan;JUNGLE;WBG;FNC;Razork;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:31;Kalista;Aurora;Ahri;Rell;Skarner;Vi;Win;12;10;2;1;14;3;2;8;5.5;156;149;0;5.9;9168;346;0.169;32;9;4;7;7;1.21;0.34;0.26;0.15;0.126;6355;4233;1834;288;240;0.116;0.41;0.917;0;0;0;0;0;-203;-4;89;0;0;1458;1458;9913;0;36197;372;22;500;22896;52;9;26;0;0
xiaohu;MID;WBG;FNC;Humanoid;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:31;Poppy;Orianna;Ezreal;Vi;Ahri;Swain;Win;12;10;2;1;15;1;0;10;Perfect_KDA;247;4;0;9.3;11129;420;0.205;34;14;7;6;4;1.28;0.53;0.23;0.26;0.134;14612;1359;10868;2385;551;0.268;0.41;0.917;0;0;0;0;0;444;9;-93;-1;0;6113;6113;4352;0;5001;0;10;59;10270;0;8;27;0;0
Light;ADCARRY;WBG;FNC;Noah;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:31;Kaisa;Braum;Rakan;Ziggs;Ezreal;Ziggs;Win;12;10;2;1;15;6;0;4;Perfect_KDA;273;13;0;10.3;13353;504;0.246;22;10;5;2;2;0.83;0.38;0.08;0.19;0.087;19584;12360;6744;480;739;0.359;0.38;0.833;0;1;0;1;0;332;-6;-352;0;0;7429;7429;3952;0;5178;0;2;29;8827;0;3;20;0;0
Crisp;SUPPORT;WBG;FNC;Jun;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Blue;00:26:31;Sylas;Rumble;Gnar;Swain;Rakan;Rell;Win;12;10;2;1;11;1;2;7;4;37;0;0;1.4;7307;276;0.135;136;80;20;18;18;5.13;3.02;0.68;0.75;0.535;3245;393;2280;572;122;0.059;0.3;0.667;0;0;0;0;0;550;0;75;0;0;4062;4062;2990;805;11659;2433;13;41;9430;32;20;31;0;0
Oscarinin;TOP;FNC;WBG;Breathe;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:31;Yone;Ivern;Jax;Skarner;Jax;Gnar;Loss;5;1;2;0;13;0;3;1;0.3;177;0;0;6.7;7572;286;0.18;13;11;0;5;4;0.49;0.41;0.19;0;0.068;4989;2287;2618;84;188;0.116;0.04;0.2;0;0;0;0;0;-1575;-31;-1097;-1;0;1868;1868;1257;0;13656;0;7;72;17919;76;6;21;0;0
Razork;JUNGLE;FNC;WBG;Tarzan;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:31;Aurora;Kalista;Rell;Ahri;Vi;Skarner;Loss;5;1;2;0;13;1;2;4;2.5;174;150;0;6.6;8436;318;0.201;37;6;13;5;5;1.4;0.23;0.19;0.49;0.193;6813;6335;0;478;257;0.159;0.19;1;0;0;0;0;0;203;4;-89;0;0;0;0;10766;0;23960;0;16;300;20747;40;6;21;0;0
Humanoid;MID;FNC;WBG;xiaohu;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:31;Orianna;Poppy;Vi;Ezreal;Swain;Ahri;Loss;5;1;2;0;15;1;3;3;1.3;246;0;0;9.3;9872;372;0.235;33;8;17;2;2;1.24;0.3;0.08;0.64;0.172;12980;632;12281;67;490;0.303;0.15;0.8;0;0;0;0;0;-444;-9;93;1;0;532;532;4687;0;10907;0;30;335;17881;61;4;19;350;0
Noah;ADCARRY;FNC;WBG;Light;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:31;Braum;Kaisa;Ziggs;Rakan;Ziggs;Ezreal;Loss;5;1;2;0;14;3;1;2;5;268;3;0;10.1;10513;396;0.25;28;10;13;4;4;1.06;0.38;0.15;0.49;0.146;16290;484;15716;90;614;0.38;0.19;1;0;0;0;0;0;-332;6;352;0;0;2655;2655;135;0;2636;0;10;260;6026;43;6;19;0;0
Jun;SUPPORT;FNC;WBG;Crisp;12.10.2024;4;8;v14.18;Worlds_MainEvent_24;3;3;3;3;Red;00:26:31;Rumble;Sylas;Swain;Gnar;Rell;Rakan;Loss;5;1;2;0;10;0;3;5;1.7;37;0;0;1.4;5587;211;0.133;81;44;18;10;9;3.05;1.66;0.38;0.68;0.422;1783;258;1238;287;67;0.042;0.19;1;0;0;0;0;0;-550;0;-75;0;0;0;0;390;0;12381;858;18;51;10290;74;13;25;0;0
